,country,article_name,revision_id,article_quality,population
1041,Burkina Faso,Thomas Sanon,749724784,Start,20.3
1042,Burkina Faso,Honoré Traoré,751541677,Stub,20.3
1043,Burkina Faso,Chérif Sy,751544709,C,20.3
1044,Burkina Faso,Kouamé Lougué,755321363,Stub,20.3
1045,Burkina Faso,Marie Françoise Ouedraogo,757078085,Start,20.3
1046,Burkina Faso,Marie Blandine Sawadogo,757078375,Stub,20.3
1047,Burkina Faso,Célestine Ouezzin Coulibaly,757540610,Start,20.3
1048,Burkina Faso,Marlène Zebango,757615448,Stub,20.3
1049,Burkina Faso,Zéphirin Diabré,757867343,Stub,20.3
1050,Burkina Faso,Mélégué Maurice Traoré,768832691,Start,20.3
1051,Burkina Faso,Ali Lankoandé,769026208,Stub,20.3
1052,Burkina Faso,Luc-Adolphe Tiao,772234557,Start,20.3
1053,Burkina Faso,Joseph Ouédraogo,777523322,Start,20.3
1054,Burkina Faso,Xavier Niodogo,778366623,Stub,20.3
1055,Burkina Faso,Laurent Bado,780003388,Stub,20.3
1056,Burkina Faso,Laurent Sedego,780004882,Start,20.3
1057,Burkina Faso,Saye Zerbo,783766345,Start,20.3
1058,Burkina Faso,Sangoulé Lamizana,785597813,Start,20.3
1059,Burkina Faso,Tertius Zongo,787377879,Start,20.3
1060,Burkina Faso,Abdoulkader Cissé,787393440,Start,20.3
1061,Burkina Faso,Ablassé Ouedraogo,787431737,C,20.3
1062,Burkina Faso,Filippe Savadogo,787989318,Stub,20.3
1063,Burkina Faso,Rosine Sori-Coulibaly,788030404,Start,20.3
1064,Burkina Faso,Youssouf Ouédraogo,788065549,GA,20.3
1065,Burkina Faso,Alain Bédouma Yoda,788100578,C,20.3
1066,Burkina Faso,Gilbert Diendéré,788392863,C,20.3
1067,Burkina Faso,Zinda Kaboré,788825697,Stub,20.3
1068,Burkina Faso,Henri Guissou,788828286,Stub,20.3
1069,Burkina Faso,Diongolo Traore,788828713,Stub,20.3
1070,Burkina Faso,Daniel Ouezzin Coulibaly,788828724,Stub,20.3
1071,Burkina Faso,Christophe Kalenzaga,788828784,Stub,20.3
1072,Burkina Faso,Blaise Bassoleth,788828920,Stub,20.3
1073,Burkina Faso,Begnon-Damien Kone,788828946,Stub,20.3
1074,Burkina Faso,Joseph Conombo,789009679,Stub,20.3
1075,Burkina Faso,Paramanga Ernest Yonli,789568120,B,20.3
1076,Burkina Faso,Joseph Ki-Zerbo,789769700,C,20.3
1077,Burkina Faso,Maurice Yaméogo,789829230,FA,20.3
1078,Burkina Faso,Bognessan Arsène Yé,791864611,Start,20.3
1079,Burkina Faso,Bénéwendé Stanislas Sankara,792713624,Start,20.3
1080,Burkina Faso,Nazi Boni,793203455,Start,20.3
1081,Burkina Faso,Clément Sawadogo,794758897,Stub,20.3
1082,Burkina Faso,Blaise Compaoré,795440028,GA,20.3
1083,Burkina Faso,Kadré Désiré Ouedraogo,795651695,Start,20.3
1084,Burkina Faso,Jean-Baptiste Boukary Lingani,796641586,Start,20.3
1085,Burkina Faso,Bernadette Sanou Dao,798489070,Stub,20.3
1086,Burkina Faso,Michel Kafando,798985139,C,20.3
1087,Burkina Faso,Roch Marc Christian Kaboré,799981537,C,20.3
1088,Burkina Faso,Seydou Bouda,800125180,Start,20.3
1089,Burkina Faso,Djibril Bassolé,800132987,C,20.3
1090,Burkina Faso,Joséphine Ouédraogo,801277328,C,20.3
1091,Burkina Faso,Yacouba Isaac Zida,801306049,C,20.3
1092,Burkina Faso,List of Prime Ministers of Burkina Faso,801508914,Start,20.3
1093,Burkina Faso,List of heads of state of Burkina Faso,801509028,Start,20.3
1094,Burkina Faso,François Compaoré,802792821,Start,20.3
1095,Burkina Faso,Nouhoun Sigue,802846759,Stub,20.3
1096,Burkina Faso,Salimata Sawadogo,803774230,Start,20.3
1097,Burkina Faso,Paul Kaba Thieba,805128880,Start,20.3
1098,Burkina Faso,Céline Yoda,805360435,Start,20.3
1099,Burkina Faso,Gilbert Noël Ouédraogo,805639364,C,20.3
1100,Burkina Faso,Jean-Baptiste Ouédraogo,806222264,Stub,20.3
1101,Burkina Faso,Simon Compaoré,806354124,Start,20.3
1102,Burkina Faso,Salif Diallo,806354636,C,20.3
1103,Burkina Faso,Mahama Sawadogo,806955709,Start,20.3
1104,Burkina Faso,Thomas Sankara,807135622,B,20.3
1105,Burkina Faso,Gérard Kango Ouédraogo,807258163,Start,20.3
1106,Cape Verde,Mário José Carvalho de Lima,715164874,Stub,0.6
1107,Cape Verde,Orlanda Maria Duarte Santos Ferreira,757081971,Stub,0.6
1108,Cape Verde,Silvino Manuel da Luz,762123467,Stub,0.6
1109,Cape Verde,António do Espírito Santo Fonseca,762131005,Stub,0.6
1110,Cape Verde,Honório Barreto,762434454,Start,0.6
1111,Cape Verde,Amílcar Spencer Lopes,762960097,Stub,0.6
1112,Cape Verde,Rui Alberto de Figueiredo Soares,762963814,Stub,0.6
1113,Cape Verde,Isaura Gomes,773323473,Start,0.6
1114,Cape Verde,Janira Hopffer Almada,774403520,Start,0.6
1115,Cape Verde,Jorge Carlos Fonseca,777443752,Start,0.6
1116,Cape Verde,José Manuel Gomes Andrade,777611570,Stub,0.6
1117,Cape Verde,João Baptista Ferreira Medina,777650037,Stub,0.6
1118,Cape Verde,Onésimo Silveira,779218085,C,0.6
1119,Cape Verde,Eva Verona Teixeira Ortet,779250538,Stub,0.6
1120,Cape Verde,Abílio Duarte,784247576,Start,0.6
1121,Cape Verde,List of Presidents of Cape Verde,784384087,Start,0.6
1122,Cape Verde,Corsino Fortes,784709356,C,0.6
1123,Cape Verde,Henrique Teixeira de Sousa,785561332,Start,0.6
1124,Cape Verde,José Luís de Jesus,786262264,Start,0.6
1125,Cape Verde,Aristides Lima,787087507,Start,0.6
1126,Cape Verde,António Mascarenhas Monteiro,789497844,C,0.6
1127,Cape Verde,Dulce Almada Duarte,789861617,Start,0.6
1128,Cape Verde,Cristina Duarte,790894611,Start,0.6
1129,Cape Verde,Fátima Veiga,792860842,Start,0.6
1130,Cape Verde,Maria Helena Semedo,792956050,Start,0.6
1131,Cape Verde,Carlos Veiga,793294213,Start,0.6
1132,Cape Verde,Aristides Pereira,797000483,Start,0.6
1133,Cape Verde,Jorge Santos (politician),797137968,Stub,0.6
1134,Cape Verde,List of Prime Ministers of Cape Verde,797747479,Stub,0.6
1135,Cape Verde,Vera Duarte,798495771,Start,0.6
1136,Cape Verde,Paula Fortes,798728861,Stub,0.6
1137,Cape Verde,Ulisses Correia e Silva,799770420,Start,0.6
1138,Cape Verde,José Maria Neves,799770557,C,0.6
1139,Cape Verde,Pedro Pires,800790602,B,0.6
1140,Cape Verde,Gualberto do Rosário,804145524,Start,0.6
1141,Cape Verde,Cristina Fontes Lima,805177590,Start,0.6
1142,Cape Verde,Carlos de Vasconcelos,807367576,Start,0.6
1143,Gambia,Omar Gassama,705395257,Stub,2.2
1144,Gambia,Kalifa Kambi,710491445,Stub,2.2
1145,Gambia,Bala Garba Jahumpa,710963829,Start,2.2
1146,Gambia,List of Gambian politicians,740407709,Stub,2.2
1147,Gambia,Omar Touray,749290317,Start,2.2
1148,Gambia,Bintanding Jarju,757076908,Stub,2.2
1149,Gambia,Musa Gibril Bala Gaye,762138805,Stub,2.2
1150,Gambia,Sidi Moro Sanneh,763723281,C,2.2
1151,Gambia,Famara Jatta,763853911,Stub,2.2
1152,Gambia,Buba Baldeh,766169056,Start,2.2
1153,Gambia,Alieu Badara Njie,766707840,Start,2.2
1154,Gambia,Momodou Alieu Bah,768647222,Stub,2.2
1155,Gambia,Nancy Njie,770821967,Stub,2.2
1156,Gambia,Minister of the Interior (The Gambia),776390452,Stub,2.2
1157,Gambia,Minister of Tourism and Culture (The Gambia),776390756,Stub,2.2
1158,Gambia,Muhammed Magassy,777369592,Stub,2.2
1159,Gambia,Halifa Sallah,777369823,C,2.2
1160,Gambia,Ousman Jammeh,777477211,Stub,2.2
1161,Gambia,Joseph Henry Joof,777500383,Stub,2.2
1162,Gambia,Julia Dolly Joiner,777764281,Stub,2.2
1163,Gambia,"List of NAMs elected in the Gambian parliamentary election, 2012",777869808,Start,2.2
1164,Gambia,"List of NAMs elected in the Gambian parliamentary election, 2017",777870295,C,2.2
1165,Gambia,Mama Fatima Singhateh,778413049,Start,2.2
1166,Gambia,Abdoulie Cham,778827445,Stub,2.2
1167,Gambia,Fabakary Jatta,781010737,Start,2.2
1168,Gambia,Mai Fatty,781332916,Stub,2.2
1169,Gambia,Angela Colley,782162213,Stub,2.2
1170,Gambia,Edward Francis Small,784670990,Start,2.2
1171,Gambia,Fafa Sanyang,785662627,Start,2.2
1172,Gambia,Minister of Foreign Affairs (The Gambia),785960831,Start,2.2
1173,Gambia,Minister of Energy and Petroleum (The Gambia),786118843,Start,2.2
1174,Gambia,Pap Cheyassin Secka,786270933,B,2.2
1175,Gambia,Nyimasata Sanneh-Bojang,787190232,Start,2.2
1176,Gambia,Abdou Kolley,787392695,C,2.2
1177,Gambia,Alieu Badara Saja Taal,788509213,Stub,2.2
1178,Gambia,Omar A. Jallow,788668518,Stub,2.2
1179,Gambia,Amadou Scattred Janneh,788737887,C,2.2
1180,Gambia,Sheikh Omar Faye,789182107,Start,2.2
1181,Gambia,Saffie Lowe Ceesay,789801026,Stub,2.2
1182,Gambia,Claudiana Cole,789801097,Start,2.2
1183,Gambia,Hawa Sisay-Sabally,789801486,Start,2.2
1184,Gambia,Susan Waffa-Ogoo,789801765,Start,2.2
1185,Gambia,Belinda Bidwell,789801914,Start,2.2
1186,Gambia,Teneng Mba Jaiteh,789802022,Start,2.2
1187,Gambia,Hamat Bah,790464806,Start,2.2
1188,Gambia,Lamin Saine,792484949,Start,2.2
1189,Gambia,President of the Gambia,794289364,Start,2.2
1190,Gambia,Ousainou Darboe,794793632,C,2.2
1191,Gambia,Sidia Jatta,795036630,Start,2.2
1192,Gambia,Crispin Grey-Johnson,795480535,Start,2.2
1193,Gambia,Mustapha B. Wadda,797027037,Stub,2.2
1194,Gambia,Dawda Jawara,797405018,C,2.2
1195,Gambia,Hassan Bubacar Jallow,797710741,GA,2.2
1196,Gambia,Modou Bamba Gaye,797726251,Stub,2.2
1197,Gambia,Minister of Finance and Economic Affairs (Gambia),799008590,Start,2.2
1198,Gambia,Sheriff Mustapha Dibba,799285640,C,2.2
1199,Gambia,Ismaila Sanyang,799631175,Stub,2.2
1200,Gambia,Ba Tambadou,800266192,C,2.2
1201,Gambia,Abdoulie Bojang,800828965,Start,2.2
1202,Gambia,Mambury Njie,801158999,C,2.2
1203,Gambia,Fatim Badjie,801356274,Stub,2.2
1204,Gambia,Neneh MacDouall-Gaye,801356638,Start,2.2
1205,Gambia,List of heads of state of the Gambia,801561362,C,2.2
1206,Gambia,Vice-President of the Gambia,801894449,Start,2.2
1207,Gambia,Isatou Njie-Saidy,801894511,Start,2.2
1208,Gambia,Louise N'Jie,801929724,C,2.2
1209,Gambia,Amadou Sanneh,802371825,Start,2.2
1210,Gambia,Assan Musa Camara,802511617,C,2.2
1211,Gambia,Isatou Touray,802870791,Start,2.2
1212,Gambia,Fatou Mass Jobe-Njie,803210700,Start,2.2
1213,Gambia,Badara Joof,803674587,Start,2.2
1214,Gambia,Fatoumata Tambajang,804442495,C,2.2
1215,Gambia,Mama Kandeh,804861704,Stub,2.2
1216,Gambia,Attorney General of the Gambia,805028244,GA,2.2
1217,Gambia,Pierre Sarr N'Jie,805437947,C,2.2
1218,Gambia,Lamin Kaba Bajo,806066451,C,2.2
1219,Gambia,Alieu Ebrima Cham Joof,806066876,GA,2.2
1220,Gambia,Mariam Jack-Denton,806100739,Start,2.2
1221,Gambia,Fatou Bensouda,806387232,C,2.2
1222,Gambia,Adama Barrow,806692436,C,2.2
1223,Gambia,Dawda Fadera,807363793,Start,2.2
1224,Gambia,Yahya Jammeh,807482007,FA,2.2
1225,Ghana,Template:Ghana-politician-stub,441186581,Stub,29.5
1226,Ghana,Samuel Nii Ayi Mankattah,576988466,Stub,29.5
1227,Ghana,Reginald Nii Bi Ayibonte,653895210,Stub,29.5
1228,Ghana,Abeifaa Karbo,658939122,Stub,29.5
1229,Ghana,Joshua Nii Laryea Afotey-Agbo,674576443,Stub,29.5
1230,Ghana,Samuel Yaw Adusei,701904302,Stub,29.5
1231,Ghana,Ernest Ako,703821686,Stub,29.5
1232,Ghana,Kwamena Ahwoi,706152385,Start,29.5
1233,Ghana,George Aggudey,706266522,Stub,29.5
1234,Ghana,Mark Diamond Addy,708408882,Stub,29.5
1235,Ghana,Alhassan Braimah,709798700,Stub,29.5
1236,Ghana,Richard Kwame Peprah,713132283,Stub,29.5
1237,Ghana,Kwadwo Adjei-Darko,717589471,Stub,29.5
1238,Ghana,Emmanuel Mate Kole,717683395,Stub,29.5
1239,Ghana,John Bilson (politician),717687945,Stub,29.5
1240,Ghana,Kwame Arhin,717688264,Stub,29.5
1241,Ghana,Nii Okaija Adamafio,717925356,Stub,29.5
1242,Ghana,Nana Effah-Apenteng,717939366,Start,29.5
1243,Ghana,Kafui Bekui,718420475,Stub,29.5
1244,Ghana,Mahmud Khalid,718632666,Stub,29.5
1245,Ghana,Nana Owusu-Nsiah,718960489,Stub,29.5
1246,Ghana,Nana Kwame Nyanteh,722140631,Start,29.5
1247,Ghana,San Nasamu Asabigi,723783455,Stub,29.5
1248,Ghana,Larry Bimi,724166065,Stub,29.5
1249,Ghana,Thomas Hutton-Mills Jr.,724564986,Start,29.5
1250,Ghana,Mahama Iddrisu,724610329,Stub,29.5
1251,Ghana,Issifu Ali,724612345,Stub,29.5
1252,Ghana,Imoru Salifu,725102821,Stub,29.5
1253,Ghana,Mumuni Bawumia,725102836,Stub,29.5
1254,Ghana,Asiedu Nketia,725108597,Stub,29.5
1255,Ghana,Mogtari Sahanun,725534989,Stub,29.5
1256,Ghana,Richard Anane Adabor,726623435,Stub,29.5
1257,Ghana,Céphas Bansah,726678926,C,29.5
1258,Ghana,Freddie Blay,730649935,Stub,29.5
1259,Ghana,Fritz Kwabena Poku,732219593,Stub,29.5
1260,Ghana,Jacob Otanka Obetsebi-Lamptey,732712623,Start,29.5
1261,Ghana,Musheibu Mohammed Alfa,732879377,Stub,29.5
1262,Ghana,Sophia Oboshie Doku,737833181,Stub,29.5
1263,Ghana,Queenster Maame Pokua Sawyerr,739456701,Stub,29.5
1264,Ghana,Della Sowah,742088280,Stub,29.5
1265,Ghana,Akwasi Osei-Adjei,742940328,Stub,29.5
1266,Ghana,"MPs elected in the Ghanaian parliamentary election, 1979",744027147,Start,29.5
1267,Ghana,Agyen Kokobo,744260859,Start,29.5
1268,Ghana,Anima Wilson,744279179,Stub,29.5
1269,Ghana,Francis Kolma Ganyaglo,744322470,Stub,29.5
1270,Ghana,Aquinas Tawiah Quansah,744684290,Stub,29.5
1271,Ghana,J. E. A. Kotei,746330939,Stub,29.5
1272,Ghana,Comfort Doyoe Cudjoe-Ghansah,747256516,Start,29.5
1273,Ghana,Brigitte Dzogbenuku,747468299,Stub,29.5
1274,Ghana,Ofusu Kwabi,747921070,Stub,29.5
1275,Ghana,Imoru Ayarna,748076888,Start,29.5
1276,Ghana,Eva Lokko,748409196,Start,29.5
1277,Ghana,Jacob Osei Yeboah,749237949,Stub,29.5
1278,Ghana,C.K. Tedam,749298143,Start,29.5
1279,Ghana,List of Ghanaian politicians,751399111,Start,29.5
1280,Ghana,Ivor Greenstreet,752766755,Stub,29.5
1281,Ghana,Ama Pomaa Andoh,753429627,Stub,29.5
1282,Ghana,John Hope Smith,754446870,Stub,29.5
1283,Ghana,Emelia Arthur,756323400,Stub,29.5
1284,Ghana,Betty Mould-Iddrisu,757540278,Start,29.5
1285,Ghana,Victoria Hammah,757618465,Stub,29.5
1286,Ghana,Ebenezer Okletey Terlabi,758415814,Stub,29.5
1287,Ghana,Vice-President of Ghana,760214700,Start,29.5
1288,Ghana,Owuraku Amofa,763925886,Stub,29.5
1289,Ghana,Ama Nkrumah,764349408,Stub,29.5
1290,Ghana,Esther Obeng Dapaah,764909817,Start,29.5
1291,Ghana,Obuobia Darko-Opoku,764911200,Start,29.5
1292,Ghana,Elizabeth Ohene,765199255,Stub,29.5
1293,Ghana,Florence Oboshie Sai-Coffie,765224328,Stub,29.5
1294,Ghana,Abubakar Boniface Siddique,765224346,Stub,29.5
1295,Ghana,Kwame Dzokoto,765227498,Stub,29.5
1296,Ghana,Nana Agyenim Boateng,765228273,Stub,29.5
1297,Ghana,Emmanuel Odoi Lartey,765228329,Stub,29.5
1298,Ghana,Gifty Eugenia Kusi,765437651,Start,29.5
1299,Ghana,Mary Salifu Boforo,765438219,Start,29.5
1300,Ghana,Victor Newman (politician),765499635,Stub,29.5
1301,Ghana,Gabby Nsiah Nketiah,765997226,Stub,29.5
1302,Ghana,Charles Wereko-Brobby,767041981,Start,29.5
1303,Ghana,Kwasi Ameyaw-Cheremeh,767072217,Stub,29.5
1304,Ghana,Alima Mahama,767691538,Stub,29.5
1305,Ghana,Benita Sena Okity-Duah,768068236,Start,29.5
1306,Ghana,Seth Terkper,768253599,Start,29.5
1307,Ghana,Mary Grant (politician),768565841,Start,29.5
1308,Ghana,Limuna Mohammed Muniru,769969828,Stub,29.5
1309,Ghana,Zanetor Agyeman-Rawlings,770427492,Start,29.5
1310,Ghana,Alfred Kwame Agbesi,771001589,Start,29.5
1311,Ghana,Samuel Ofosu-Ampofo,772790308,Stub,29.5
1312,Ghana,Imoro Andani,772958432,Stub,29.5
1313,Ghana,Henry Ametepey,773191435,Stub,29.5
1314,Ghana,Charles Omar Nyanor,774147882,Stub,29.5
1315,Ghana,Nana Oye Lithur,774157951,Stub,29.5
1316,Ghana,Abrah Comfort Rosemond,775075820,Stub,29.5
1317,Ghana,Maxwell Kofi Jumah,775185169,Stub,29.5
1318,Ghana,Isaac Nii Djanmah Vanderpuye,775476929,Stub,29.5
1319,Ghana,Joseph Richard Asiedu,777531329,Stub,29.5
1320,Ghana,Justice Samuel Adjei,777876411,Stub,29.5
1321,Ghana,Kale Cezario,778148731,Stub,29.5
1322,Ghana,Edward Mantey,778480888,Start,29.5
1323,Ghana,Joyce Bamford-Addo,778817290,Start,29.5
1324,Ghana,Kobina Tahir Hammond,779141438,Stub,29.5
1325,Ghana,Marietta Brew Appiah-Oppong,779394002,Start,29.5
1326,Ghana,Hilla Limann,781893847,Start,29.5
1327,Ghana,Lucy Awuni Mbun,782504569,Stub,29.5
1328,Ghana,"MPs elected in the Ghanaian parliamentary election, 2000",782758153,B,29.5
1329,Ghana,"MPs elected in the Ghanaian parliamentary election, 1996",783324927,C,29.5
1330,Ghana,E. M. Osei-Wusu,783469347,Stub,29.5
1331,Ghana,Charlotte Osei,783601280,Start,29.5
1332,Ghana,Philemon Quaye,783751719,Stub,29.5
1333,Ghana,Mavis Ama Frimpong,784081591,Stub,29.5
1334,Ghana,Benito Owusu Bio,784113912,Stub,29.5
1335,Ghana,Joseph Rockson,784437905,Stub,29.5
1336,Ghana,George Isaac Amoo,784884405,Stub,29.5
1337,Ghana,Akua Donkor,784910895,Start,29.5
1338,Ghana,Emmanuel Armah Kofi Buah,785583165,Start,29.5
1339,Ghana,"MPs elected in the Ghanaian parliamentary election, 1992",785768343,C,29.5
1340,Ghana,Sheikh Ibrahim Cudjoe Quaye,786417386,Stub,29.5
1341,Ghana,Alfred Gyan,786594689,Stub,29.5
1342,Ghana,Bernice Adiku Heloo,786735940,Stub,29.5
1343,Ghana,Frema Opare,787054022,Stub,29.5
1344,Ghana,Jonathan Nii Tackie Kommey,787750781,C,29.5
1345,Ghana,Kwame Sanaa-Poku Jantuah,788009171,Start,29.5
1346,Ghana,Sophia Ophilia Adjeibea Adinyira,788034121,Stub,29.5
1347,Ghana,Akwasi Addai Odike,788051376,Stub,29.5
1348,Ghana,Victor Gbeho,788058547,Start,29.5
1349,Ghana,Yakubu Tali,788454916,Stub,29.5
1350,Ghana,Opoku Ware II,788500043,Start,29.5
1351,Ghana,President of Ghana,788520985,GA,29.5
1352,Ghana,Abdul-Rashid Pelpuo,788850702,Start,29.5
1353,Ghana,Akwasi Oppong Fosu,788850724,Stub,29.5
1354,Ghana,Albert Abongo,788850737,Stub,29.5
1355,Ghana,Alexander Asum-Ahensah,788850756,Stub,29.5
1356,Ghana,Alexander Kwamina Afenyo-Markin,788850762,Stub,29.5
1357,Ghana,Alhassan Azong,788850777,Start,29.5
1358,Ghana,Ameen Salifu,788850792,Stub,29.5
1359,Ghana,Amin Amidu Sulemana,788850803,Stub,29.5
1360,Ghana,Andrews Adjei-Yeboah,788850809,Stub,29.5
1361,Ghana,Cecilia Gyan Amoah,788850847,Start,29.5
1362,Ghana,Ernest Debrah,788850919,Stub,29.5
1363,Ghana,Henry Ford Kamel,788850982,Start,29.5
1364,Ghana,Joe Gidisu,788851037,Start,29.5
1365,Ghana,Joseph Aidoo,788851063,Stub,29.5
1366,Ghana,Joseph Amenowode,788851073,Start,29.5
1367,Ghana,Juliana Azumah-Mensah,788851128,Start,29.5
1368,Ghana,Kwabena Donkor,788851149,Stub,29.5
1369,Ghana,Mahama Ayariga,788851178,Start,29.5
1370,Ghana,Moses Amadu Yahaya,788851220,Start,29.5
1371,Ghana,Mubarak Mohammed Muntaka,788851233,Start,29.5
1372,Ghana,Nayon Bilijo,788851278,Start,29.5
1373,Ghana,Paa Kwesi Nduom,788851315,C,29.5
1374,Ghana,Paul Evans Aidoo,788851336,Start,29.5
1375,Ghana,Stephen Amoanor Kwao,788851361,Start,29.5
1376,Ghana,Roland Issifu Alhassan,788852012,Stub,29.5
1377,Ghana,Paul Collins Appiah Ofori,788852033,Stub,29.5
1378,Ghana,Nii Okaidja Adamafio,788852070,Stub,29.5
1379,Ghana,Mumuni Abudu Seidu,788852088,Stub,29.5
1380,Ghana,Muhammad Mumuni,788852096,C,29.5
1381,Ghana,Moses Asaga,788852102,Start,29.5
1382,Ghana,Kwaku Boateng (politician),788852169,Start,29.5
1383,Ghana,Krobo Edusei,788852191,Start,29.5
1384,Ghana,Kojo Botsio,788852222,Start,29.5
1385,Ghana,Joe Appiah,788852288,Start,29.5
1386,Ghana,Isaac Chinebuah,788852316,Start,29.5
1387,Ghana,Imoru Egala,788852457,Stub,29.5
1388,Ghana,Hawa Yakubu,788852671,Start,29.5
1389,Ghana,Hackman Owusu-Agyeman,788852681,Start,29.5
1390,Ghana,Gladys Asmah,788852689,Start,29.5
1391,Ghana,Ama Benyiwa-Doe,788852828,Stub,29.5
1392,Ghana,Alban Bagbin,788852849,Start,29.5
1393,Ghana,Abraham Ossei Aidooh,788852857,Stub,29.5
1394,Ghana,"MPs elected in the Ghanaian parliamentary election, 1969",789092489,Start,29.5
1395,Ghana,John Mensah Sarbah,789093571,C,29.5
1396,Ghana,Josephine Hilda Addo,789121281,Stub,29.5
1397,Ghana,Fiifi Fiavi Kwetey,789143216,Start,29.5
1398,Ghana,Ayikoi Otoo,789354859,Start,29.5
1399,Ghana,Nii Armah Ashitey,789388677,Start,29.5
1400,Ghana,Helen Ntoso,789388892,Stub,29.5
1401,Ghana,Anthony Deku,789403097,Start,29.5
1402,Ghana,Mark Woyongo,789512551,Start,29.5
1403,Ghana,Benjamin Kunbuor,789512696,Start,29.5
1404,Ghana,Joseph Henry Smith,789512809,Start,29.5
1405,Ghana,Ambrose Dery,789512882,Stub,29.5
1406,Ghana,Hanna Tetteh,789515197,Start,29.5
1407,Ghana,Kwaku Agyemang-Manu,789516824,Start,29.5
1408,Ghana,Kweku Asiamah,789519404,Start,29.5
1409,Ghana,Shirley Ayorkor Botchway,789645777,Start,29.5
1410,Ghana,Kwamena Bartels,789788034,Start,29.5
1411,Ghana,Paul Victor Obeng,789829383,Start,29.5
1412,Ghana,Imoro Yakubu Kakpagu,789834476,C,29.5
1413,Ghana,Alex Segbefia,789844942,Stub,29.5
1414,Ghana,Dominic Nitiwul,789882818,C,29.5
1415,Ghana,Emmanuel Ofosu Yeboah,789936759,Start,29.5
1416,Ghana,Sam Nartey George,790242121,Stub,29.5
1417,Ghana,Benjamin Quartey-Papafio,790684655,Start,29.5
1418,Ghana,Francis Amanfoh,790686365,Start,29.5
1419,Ghana,Samuel Okudzeto Ablakwa,790686891,Stub,29.5
1420,Ghana,Kofi Portuphy,790686907,Stub,29.5
1421,Ghana,Samuel Sarpong,790687665,Stub,29.5
1422,Ghana,Thomas Hutton-Mills Sr.,790752249,Start,29.5
1423,Ghana,Salma Frances Mancell-Egala,790861168,Stub,29.5
1424,Ghana,Sheikh T. B. Damba,790862462,Stub,29.5
1425,Ghana,Kwasi Owusu-Yeboa,790862522,Stub,29.5
1426,Ghana,Napoleon Abdulai,790862543,Stub,29.5
1427,Ghana,Joseph Kojo Akudibilah,790862555,Stub,29.5
1428,Ghana,Rasheed Seidu Inusa,790862562,Stub,29.5
1429,Ghana,Rashid Bawa,790864627,Stub,29.5
1430,Ghana,B. J. Da Rocha,790970956,Stub,29.5
1431,Ghana,Francisca Oteng-Mensah,791155189,Stub,29.5
1432,Ghana,Elizabeth Afoley Quaye,791226788,Stub,29.5
1433,Ghana,Stephen Mahamudu Yakubu,791236244,Stub,29.5
1434,Ghana,Edward Mahama,791301387,Start,29.5
1435,Ghana,Sophia Horner-Sam,791311050,Stub,29.5
1436,Ghana,Cabinet of Ghana,791332371,Stub,29.5
1437,Ghana,Vida Amaadi Yeboah,791493454,Stub,29.5
1438,Ghana,Otiko Afisa Djaba,791606509,Start,29.5
1439,Ghana,Paul Okoh,791824223,Stub,29.5
1440,Ghana,John Peter Amewu,791962906,Stub,29.5
1441,Ghana,Edwin Nii Lante Vanderpuye,792406225,Start,29.5
1442,Ghana,Kobina Sekyi,792406360,Start,29.5
1443,Ghana,Mercy Bampo Addo,792689243,Stub,29.5
1444,Ghana,Kweku Tanikyi Kesse,792763353,Stub,29.5
1445,Ghana,Simon Osei-Mensah,792898044,Stub,29.5
1446,Ghana,Kweku Asomah-Cheremeh,792898077,Stub,29.5
1447,Ghana,Kwamena Duncan,792898118,Stub,29.5
1448,Ghana,Ishmael Ashitey,792898196,Stub,29.5
1449,Ghana,Salifu Saeed,792898209,Stub,29.5
1450,Ghana,Rockson Bukari,792898327,Stub,29.5
1451,Ghana,Christopher Ameyaw-Akumfi,792899305,Stub,29.5
1452,Ghana,Emmanuel Adjei Anwhere,793119264,Stub,29.5
1453,Ghana,Joseph W.S. de Graft-Johnson,793360910,Start,29.5
1454,Ghana,Template:GhanaVPs,793361044,Stub,29.5
1455,Ghana,Aliu Mahama,793373963,Start,29.5
1456,Ghana,Kofi Batsa,793385784,Start,29.5
1457,Ghana,Cecilia Bannerman,793407222,Stub,29.5
1458,Ghana,Kofi Amoatey,793447149,Stub,29.5
1459,Ghana,Gifty Klenam,793447172,Stub,29.5
1460,Ghana,Peter Wiafe Pepera,793447191,Stub,29.5
1461,Ghana,Kow Nkensen Arkaah,793482276,Start,29.5
1462,Ghana,Owusu Afriyie Akoto,793574665,C,29.5
1463,Ghana,Bafuor Osei Akoto,793574838,Stub,29.5
1464,Ghana,Carlos Kingsley Ahenkorah,793578953,Stub,29.5
1465,Ghana,Theresa Amerley Tagoe,793582724,Start,29.5
1466,Ghana,Chemogoh Kevin Dzang,793810268,C,29.5
1467,Ghana,Gina Blay,793822645,Start,29.5
1468,Ghana,Andrew Egyapa Mercer,793973066,C,29.5
1469,Ghana,Christine Churcher,794011113,Start,29.5
1470,Ghana,Mayor of Accra,794215210,Stub,29.5
1471,Ghana,Mohammed Adjei Sowah,794215943,Stub,29.5
1472,Ghana,Hannah Esi Badu Cudjoe,794257470,Stub,29.5
1473,Ghana,Sekou Nkrumah,794450287,Stub,29.5
1474,Ghana,Kingsley Aboagye Gyedu,794587340,Stub,29.5
